"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.009653000E0,-6.062868275E-3,-3.105520187E-3,1.126933873E-2,1.316816702E-2
3.019584000E0,-1.198448975E-2,-3.526611077E-3,1.020005840E-1,1.027627565E-1
3.029514000E0,-8.780909926E-3,-9.219935322E-3,1.003393900E-1,1.011439804E-1
3.039444000E0,3.164695837E-3,6.948502176E-3,9.311106205E-3,1.204133219E-2
3.049374000E0,-8.843804039E-3,1.295861760E-3,4.312906265E-2,4.404552387E-2
3.059305000E0,-2.899992384E-2,-5.474222680E-3,8.547284424E-2,9.042438720E-2
3.069235000E0,-3.718182307E-2,2.374973175E-2,5.626483262E-2,7.150013366E-2
3.079165000E0,-1.859655775E-2,1.988122301E-2,4.039373517E-2,4.871086973E-2
3.089096000E0,-2.931538112E-3,-4.277503202E-3,6.613493264E-2,6.633792478E-2
3.099025667E0,6.025446095E-3,5.820428096E-3,5.385519505E-2,5.450289366E-2
3.108955667E0,2.164916977E-2,-4.158530636E-3,5.027786851E-2,5.489848806E-2
3.118886667E0,2.921495520E-2,1.054199992E-2,5.898495734E-2,6.666237741E-2
3.128816667E0,7.163972072E-3,-2.473363085E-3,5.617420077E-2,5.668316199E-2
3.138746667E0,-1.535581157E-2,-9.491744055E-3,6.384633243E-2,6.634944098E-2
3.148677667E0,-2.385115810E-2,1.080648136E-2,4.680813074E-2,5.363449343E-2
3.158607667E0,-3.519026142E-2,2.252331024E-2,5.011356175E-2,6.524586634E-2
3.168537667E0,-1.765628893E-2,-1.019845773E-2,6.420184314E-2,6.736193095E-2
3.178468667E0,1.644704819E-2,4.330872749E-3,5.599819958E-2,5.852401395E-2
3.188398667E0,2.698581386E-2,2.455919653E-3,3.343145549E-2,4.303403197E-2
3.198328667E0,4.946415536E-3,-5.605044994E-3,5.381777287E-2,5.433448474E-2
3.208258667E0,3.535555489E-3,9.224738718E-3,5.593972743E-2,5.680536120E-2
3.218189667E0,-2.143238425E-2,1.640545073E-2,6.658458352E-2,7.184700878E-2
3.228119667E0,-3.899164595E-2,-3.251588659E-3,1.255894214E-1,1.315432402E-1
3.238049667E0,1.142582484E-3,-2.048302712E-2,7.848659098E-2,8.112339280E-2
3.247980667E0,8.140347451E-3,1.721034280E-3,9.680650234E-3,1.276488169E-2
3.257910667E0,-8.622852378E-3,2.102193941E-2,3.804783225E-2,4.431605870E-2
3.267840667E0,-8.505871519E-3,5.125852880E-2,-1.346759945E-1,1.443516890E-1
3.277771667E0,3.411342356E-2,1.254702387E-1,-6.993790323E-1,7.113631542E-1
3.287701667E0,8.026494853E-2,-2.904682947E-2,-5.002760768E-2,9.893908123E-2
3.297631667E0,1.662783679E-2,-1.111850614E-1,7.597901255E-1,7.680622616E-1
3.307562667E0,-4.831261933E-3,-1.311357224E-2,6.729847008E-1,6.731297901E-1
3.317492667E0,-2.067769144E-2,3.289012210E-2,9.943541050E-2,1.067554585E-1
3.327422667E0,-8.173702162E-2,-2.056147574E-2,2.653752977E-1,2.784380786E-1
3.337353667E0,-9.936275885E-2,-5.521366769E-2,3.785656983E-1,3.952638294E-1
3.347283667E0,-1.441918994E-1,-4.146272040E-3,-2.495158947E-1,2.882129024E-1
