"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.076790381E0,1.121271849E-1,-4.026778340E-1,-1.174502373E0,1.246666662E0
3.086790381E0,2.091082335E-1,-4.661114216E-1,-1.529506683E0,1.612568388E0
3.096790381E0,-2.597737312E-2,-1.326862127E-1,-1.407630920E0,1.414109353E0
3.106790381E0,-1.692205667E-1,9.339892119E-2,-1.100902557E0,1.117741204E0
3.116790381E0,-3.929829597E-2,2.936379910E-1,-9.374475479E-1,9.831457323E-1
3.126790381E0,1.628233194E-1,6.206400394E-1,-1.023226738E0,1.207765892E0
3.136790614E0,6.328072548E-1,6.804722548E-1,-1.449625969E0,1.721889358E0
3.146790847E0,8.517280817E-1,6.803675890E-1,-1.584666252E0,1.923410490E0
3.156790847E0,1.620347261E0,6.333010793E-1,-3.803298950E0,4.182305394E0
3.166790847E0,1.150313258E0,1.991957128E-1,-1.786940098E0,2.134491611E0
3.176790847E0,8.111051917E-1,-3.510796726E-1,-9.475941658E0,9.517069868E0
3.186790613E0,6.372671127E-1,-5.028762817E-1,-9.691444397E0,9.725383716E0
3.196790613E0,4.426896572E-1,-6.492230296E-1,-9.701388359E0,9.733159855E0
3.206790613E0,2.218964249E-1,-7.905802131E-1,-9.709436417E0,9.744096193E0
3.216791346E0,3.000283241E-2,-9.294455051E-1,-9.689263344E0,9.733786173E0
3.226791346E0,-1.997411698E-1,-1.080084085E0,-9.667228699E0,9.729429011E0
3.236791346E0,-4.167184234E-1,-1.218450904E0,-9.638576508E0,9.724218937E0
3.246791612E0,-6.158414483E-1,-1.341973066E0,-9.608163834E0,9.720954925E0
3.256791612E0,-8.163698912E-1,-1.505641699E0,-9.573641777E0,9.725637953E0
3.266824945E0,-1.019944668E0,-1.639941692E0,-9.537512779E0,9.731076297E0
3.276858545E0,-1.217099905E0,-1.773581743E0,-9.487866402E0,9.728644985E0
3.286891878E0,-1.426659465E0,-1.923291445E0,-9.427194595E0,9.726582398E0
3.296925078E0,-1.633837461E0,-2.050611496E0,-9.377198219E0,9.736851586E0
3.306958411E0,-1.831164598E0,-2.191507339E0,-9.306877136E0,9.735185167E0
3.316991744E0,-2.018311262E0,-2.321734428E0,-9.245181084E0,9.743582728E0
3.327025077E0,-2.214125872E0,-2.467631817E0,-9.165954590E0,9.747116687E0
3.337058410E0,-2.418314457E0,-2.561989784E0,-9.062253952E0,9.722987358E0
3.347091743E0,-2.594503164E0,-2.719004869E0,-8.965666771E0,9.721502703E0
3.357125076E0,-2.757164240E0,-2.814894438E0,-8.861789703E0,9.698293772E0
3.367158409E0,-2.922717810E0,-2.954687357E0,-8.772525787E0,9.707196581E0
3.377191742E0,-3.102963924E0,-3.097514629E0,-8.667042732E0,9.712909539E0
3.387225075E0,-3.256849527E0,-3.233765841E0,-8.550463676E0,9.704367029E0
3.397258408E0,-3.407989025E0,-3.344224691E0,-8.456673622E0,9.711516706E0
3.407291741E0,-3.568289757E0,-3.452646971E0,-8.340521812E0,9.706583693E0
3.417325307E0,-3.722989082E0,-3.568628073E0,-8.221574783E0,9.705155637E0
3.427358640E0,-3.864830017E0,-3.698983908E0,-8.102697372E0,9.709433440E0
3.437391740E0,-4.003001213E0,-3.800595045E0,-7.984387398E0,9.706646358E0
3.447424840E0,-4.117952824E0,-3.919257402E0,-7.859852314E0,9.700277957E0
3.457458173E0,-4.233469009E0,-4.016230583E0,-7.744089603E0,9.696560820E0
3.467491506E0,-4.354127407E0,-4.117742062E0,-7.604141235E0,9.681796790E0
3.477524839E0,-4.877129078E0,2.769175339E1,-4.973049927E1,5.712917075E1
3.487557939E0,-1.856875801E1,3.215623856E1,-5.428044128E1,6.576616728E1
3.497624605E0,1.842448425E1,-1.207206154E1,6.913426971E1,7.255855248E1
3.507691271E0,-6.208529472E0,-7.505556107E0,5.996162415E1,6.074763848E1
3.517757704E0,-5.043712616E0,5.192325592E0,1.029578400E1,1.258580351E1
3.527824370E0,-2.885046482E0,2.212982178E0,-1.854261875E0,4.081552453E0
3.537891036E0,-1.650156021E0,-9.631292224E-1,-9.910689354E0,1.009318564E1
3.547957436E0,-1.779964685E0,-8.443357348E-1,-9.828153610E0,1.002366103E1
3.558024336E0,-1.965226173E0,-7.461026311E-1,-9.707892418E0,9.932872608E0
3.568057669E0,-2.138490200E0,-6.126459837E-1,-9.633365631E0,9.886870527E0
3.578090735E0,-2.347009659E0,-4.987903535E-1,-9.501462936E0,9.799747144E0
3.588124068E0,-2.515246153E0,-1.097709656E0,-8.426533699E0,8.862161129E0
3.598157401E0,-5.396628380E-1,-3.015858650E0,-2.468053818E0,3.934199922E0
3.608190734E0,1.150802612E0,-3.366238594E0,6.026135445E0,6.997872342E0
3.618224067E0,1.507868767E0,-3.418116093E0,1.325740528E1,1.377374243E1
3.628257400E0,-2.203363895E0,-1.197305560E0,8.003685951E0,8.387332226E0
3.638290733E0,-2.525027514E0,3.948410749E0,-7.050713539E0,8.466302192E0
3.648324066E0,-1.217476606E0,1.845591784E0,-5.143801212E0,5.598852492E0
3.658357399E0,2.712771893E-1,1.177670956E-1,7.525749207E-1,8.085971886E-1
3.668390732E0,4.253101349E-1,-4.039093256E-1,2.300566673E0,2.374160583E0
3.678424065E0,-7.354574800E-1,-6.694264412E-1,1.516857147E0,1.813804033E0
3.688457398E0,-1.121668577E0,-1.013071537E0,6.112232208E-1,1.630352159E0
3.698490731E0,-1.214193583E0,-1.234034538E0,-3.383464813E-1,1.763968718E0
3.708524064E0,-1.056151867E0,-1.170728683E0,-1.990404129E-1,1.589238655E0
3.718557164E0,-1.008767724E0,-6.077771187E-1,1.523804665E0,1.925872790E0
3.728590497E0,-1.355599523E0,1.446616650E-1,1.396768570E0,1.951804166E0
3.738623830E0,-1.416607022E0,6.117678881E-1,-7.023706436E-1,1.695393738E0
3.748657163E0,-1.333945632E0,7.081751823E-1,-1.647647381E0,2.235098416E0
3.758690496E0,-9.754706025E-1,8.396363258E-2,-1.310467720E0,1.635823473E0
3.768723829E0,-8.581351638E-1,-4.152334929E-1,-5.323781967E-1,1.091898053E0
3.778757162E0,-7.902296782E-1,-1.066812992E0,3.570919037E-1,1.374797269E0
3.788790728E0,-7.265008092E-1,-9.993564487E-1,6.597375870E-1,1.400632150E0
3.798790728E0,-9.918112159E-1,-2.978332043E-1,9.395561218E-1,1.398270293E0
3.808790961E0,-1.062045693E0,-2.797399759E-1,9.976472855E-1,1.483743784E0
3.818790961E0,-1.067736745E0,-3.933349848E-1,7.162561417E-1,1.344543427E0
3.828790961E0,-1.026607871E0,-4.405566454E-1,3.541450500E-1,1.171935406E0
3.838790961E0,-1.017998934E0,-4.436686039E-1,-7.654476166E-2,1.113113992E0
3.848790961E0,-1.032810807E0,-3.898562193E-1,-1.093730927E-1,1.109345982E0
3.858790727E0,-1.075039029E0,-1.816703081E-1,5.893325806E-2,1.091872769E0
3.868790727E0,-1.111327410E0,-3.569912910E-2,1.791830063E-1,1.126245794E0
3.878790727E0,-1.153656960E0,8.298695087E-2,1.625471115E-1,1.168003758E0
3.888790960E0,-1.126780033E0,3.319680691E-2,9.215354919E-3,1.127306610E0
3.898790960E0,-1.077194452E0,-3.631448746E-2,-1.538267136E-1,1.088728289E0
3.908791260E0,-1.009149194E0,-1.153910160E-1,-6.579113007E-2,1.017853454E0
3.918791260E0,-9.299389124E-1,-1.947720051E-1,1.057996750E-1,9.559895847E-1
3.928791260E0,-8.970181942E-1,-1.845760345E-1,2.058649063E-1,9.386641108E-1
3.938791260E0,-8.970657587E-1,-1.319155693E-1,3.589878082E-1,9.751927703E-1
3.948791260E0,-9.554111958E-1,-9.535753727E-2,4.092311859E-1,1.043730701E0
3.958791260E0,-1.005597591E0,-8.190393448E-3,4.090499878E-1,1.085640590E0
3.968791260E0,-9.934578538E-1,2.687752247E-2,3.441715240E-1,1.051729503E0
3.978791260E0,-9.191480875E-1,1.700079441E-2,1.120290756E-1,9.261062291E-1
3.988791260E0,-8.876991868E-1,-6.945133209E-4,-2.368927002E-3,8.877026194E-1
3.998791260E0,-8.240489960E-1,-8.456826210E-2,-9.756755829E-2,8.341030914E-1
4.008791260E0,-8.033384085E-1,-1.380017996E-1,-1.236486435E-1,8.244307626E-1
4.018791260E0,-7.944928408E-1,-1.557204723E-1,-1.261825562E-1,8.193837788E-1
4.028790826E0,-7.759612799E-1,-1.710416079E-1,-6.449699402E-2,7.972019830E-1
4.038790826E0,-7.928630114E-1,-1.895271540E-1,1.740102768E-1,8.335657582E-1
4.048790826E0,-8.715038896E-1,-1.834144592E-1,3.285369873E-1,9.492609996E-1
4.058791059E0,-7.946398258E-1,-1.860117912E-1,2.634315491E-1,8.575832439E-1
4.068791059E0,-8.148608208E-1,-1.940820217E-1,1.730651855E-1,8.553464484E-1
4.078791059E0,-7.911985517E-1,-1.903723478E-1,1.782836914E-1,8.330797402E-1
4.088791059E0,-7.271998525E-1,-1.849706173E-1,1.871013641E-1,7.733308963E-1
4.098791059E0,-7.185828686E-1,-1.171334982E-1,2.043724060E-1,7.562074290E-1
4.108790825E0,-6.176869869E-1,-1.452878714E-1,1.154937744E-1,6.449686747E-1
4.118790825E0,-5.609935522E-1,-1.401377916E-1,1.366329193E-2,5.783935095E-1
4.128790825E0,-5.214453936E-1,-1.283758879E-1,-5.769729614E-3,5.370465127E-1
4.138790825E0,-5.213184357E-1,-1.000505686E-1,3.532886505E-2,5.320067258E-1
4.148790825E0,-4.692651331E-1,-3.393006325E-2,1.273431778E-1,4.874190182E-1
4.158790825E0,-4.361646473E-1,6.733059883E-3,1.220769882E-1,4.529765168E-1
4.168790825E0,-3.327335715E-1,1.083958149E-2,1.027488708E-2,3.330686107E-1
4.178790825E0,-2.132549286E-1,-1.630938053E-2,-3.350639343E-2,2.164863480E-1
4.188790591E0,-1.656749249E-1,-3.857731819E-3,3.330612183E-2,1.690336078E-1
4.198790591E0,-1.254919767E-1,-4.226183891E-2,8.612155914E-2,1.579595588E-1
4.208790291E0,-1.112490296E-1,-6.340241432E-2,9.358215332E-2,1.585995970E-1
4.218790291E0,-1.396472454E-1,4.578828812E-2,-4.088401794E-3,1.470191671E-1
4.228790291E0,-1.477134228E-1,6.336081028E-2,-3.198623657E-3,1.607609366E-1
4.238790291E0,-2.016294003E-1,1.107298136E-1,5.540180206E-2,2.366112135E-1
4.248790291E0,-2.308423817E-1,1.137454510E-1,8.064174652E-2,2.696837483E-1
4.258790291E0,-2.628293633E-1,7.994508743E-2,-4.067420959E-3,2.747490403E-1
4.268790291E0,-1.866268516E-1,5.498778820E-2,-3.104877472E-2,1.970209760E-1
4.278790291E0,-1.772311330E-1,-3.264629841E-2,-5.780601501E-2,1.892569435E-1
4.288790291E0,-1.941159666E-1,-9.316587448E-2,-1.763820648E-2,2.160370222E-1
4.298790291E0,-2.327864468E-1,-1.229130030E-1,1.178493500E-1,2.884191488E-1
4.308790524E0,-2.638933659E-1,-9.486460686E-2,1.737461090E-1,3.298889398E-1
4.318790524E0,-2.319281101E-1,-2.200558186E-1,2.148847580E-1,3.852150968E-1
4.328790957E0,-1.523330212E-1,-1.559635401E-1,1.401615143E-2,2.184637903E-1
4.338790957E0,-2.119510174E-1,-5.391192436E-2,1.199913025E-1,2.494546893E-1
4.348790957E0,-1.980147958E-1,-2.011458874E-1,2.114124298E-1,3.526538570E-1
4.358790723E0,-3.061574697E-2,-5.438823104E-1,5.081272125E-1,7.449419814E-1
4.368790723E0,-3.128141165E-2,-5.543538332E-1,5.958995819E-1,8.144832784E-1
4.378790723E0,-3.023940325E-2,-5.341647863E-1,5.929002762E-1,7.986095278E-1
4.388790723E0,9.023529291E-2,-4.972922802E-2,-5.881299973E-1,5.970865079E-1
4.398790723E0,-3.206485510E-2,-8.610141277E-2,3.270206451E-1,3.396823672E-1
4.408790723E0,3.627085686E-2,1.982219219E-1,7.622871399E-1,7.884726939E-1
4.418790723E0,1.805846691E-1,-4.232186079E-1,-7.192878723E-1,8.538734426E-1
4.428790723E0,2.579434514E-1,-4.120028019E-1,-1.727046967E-1,5.158566130E-1
4.438790723E0,-4.350352287E-1,-4.587959051E-1,1.123364449E0,1.289068275E0
4.448790723E0,-5.212437510E-1,2.576559782E-1,1.084021568E0,1.230115609E0
4.458790723E0,-5.251669884E-1,2.648510933E-1,1.083177567E0,1.232566472E0
4.468790723E0,4.261111617E-1,5.992383957E-1,-7.258443832E-1,1.033202519E0
4.478790723E0,4.193526506E-2,6.161687374E-1,6.280231476E-2,6.207790349E-1
4.488790723E0,-2.423256934E-1,7.509890795E-1,9.864997864E-2,7.952598050E-1
4.498790723E0,-4.668903947E-1,1.303220630E0,-1.250339508E0,1.865400637E0
4.508790723E0,-5.761696696E-1,1.595142722E0,-1.362047195E0,2.175229725E0
4.518790723E0,-2.431094646E0,1.627784848E0,3.121546745E0,4.278312608E0
4.528790723E0,-3.387001276E0,2.283532619E0,1.928249359E0,4.517127899E0
4.538790723E0,-3.206927776E0,1.670361042E0,2.257051468E0,4.262484381E0
4.548790723E0,-2.311177492E0,1.270455360E0,2.628366470E0,3.723426987E0
4.558790956E0,2.308492661E-1,6.708100438E-1,3.353966713E0,3.428173013E0
4.568790956E0,1.597834468E0,4.690757394E-1,4.116214752E0,4.440307526E0
4.578790956E0,3.547582150E0,-6.357902288E-2,5.414189339E0,6.473239343E0
4.588791122E0,3.767794371E0,8.107763529E-2,5.486001968E0,6.655754322E0
4.598791122E0,3.001223087E0,2.709290385E-1,5.368427277E0,6.156358825E0
4.608790888E0,2.161996365E0,3.201990128E-1,5.191177368E0,5.632501945E0
4.618790888E0,3.023997545E-1,3.937342763E-1,4.423495293E0,4.451267561E0
4.628790888E0,-6.205348372E-1,2.906984389E-1,3.831377983E0,3.892175011E0
4.638790888E0,-1.699774623E0,3.137383759E-1,2.669054031E0,3.179860840E0
4.648790888E0,-1.865636230E0,3.672274351E-1,2.163472176E0,2.880289288E0
4.658790888E0,-1.617250919E0,6.686481237E-1,1.637837410E0,2.396894289E0
4.668790888E0,-2.010382652E0,1.381783128E0,1.526369095E0,2.877631949E0
4.678790888E0,-9.990422130E-1,1.265757918E0,1.276764870E0,2.056783164E0
4.688790888E0,-6.507136822E-1,9.928855896E-1,1.028618813E0,1.570766294E0
4.701508459E0,-3.341608644E-1,3.238137364E-1,6.959543228E-1,8.371805293E-1
4.711508459E0,-2.967887521E-1,3.913182020E-2,4.607620239E-1,5.494692943E-1
4.721508459E0,-1.541438401E-1,-5.962049961E-1,6.671257019E-1,9.078972535E-1
4.731508459E0,2.105620503E-2,-1.025399208E0,7.117977142E-1,1.248416151E0
4.741508459E0,3.293088078E-2,-1.532162189E0,4.850120544E-1,1.607433392E0
4.751508459E0,4.917452857E-2,-1.676556230E0,2.269620895E-1,1.692563356E0
4.761508459E0,-8.810915053E-2,-1.552907705E0,-5.880222321E-1,1.662845666E0
4.771508459E0,-3.675270081E-2,-1.166450262E0,-1.149435043E0,1.638034766E0
4.781508459E0,4.380136728E-2,-6.713514328E-1,-1.254973412E0,1.423934538E0
4.791508459E0,1.777470708E-1,-5.965696573E-1,-1.341369629E0,1.478770387E0
4.801508459E0,-9.333318472E-2,5.438125134E-2,-1.692183495E0,1.695627725E0
4.811508692E0,1.531589031E-2,6.338751316E-2,-1.349626541E0,1.351201078E0
4.821508692E0,3.945457935E-2,-2.882958055E-1,-1.369931221E0,1.400493729E0
4.831508692E0,8.372282982E-2,-4.148708582E-1,-1.452350616E0,1.512762260E0
4.841508692E0,3.004655838E-1,-9.338620305E-1,-1.430723190E0,1.734746871E0
4.851508692E0,4.592107534E-1,-1.228199840E0,-1.644676208E0,2.103404192E0
4.861508458E0,4.571774006E-1,-1.263514161E0,-2.225188732E0,2.599412261E0
4.871508458E0,5.267245770E-1,-1.437551737E0,-1.939791203E0,2.471190742E0
4.881508458E0,2.859673500E-1,-1.208075404E0,-1.970790386E0,2.329214085E0
4.891508291E0,1.663675308E-1,-1.018323421E0,-1.963169575E0,2.217813230E0
4.901508291E0,7.304644585E-2,-9.073001742E-1,-9.569435120E-1,1.320708247E0
4.911508291E0,1.001739502E-2,-8.670759201E-1,-8.138771057E-1,1.189250580E0
4.921508291E0,1.320359707E-1,-9.708708525E-1,-7.440681458E-1,1.230309358E0
4.931508291E0,1.658878326E-1,-9.126375914E-1,-9.263877869E-1,1.310961661E0
4.941508291E0,2.819271088E-1,-9.531587362E-1,-8.236274719E-1,1.290874387E0
4.951508291E0,3.603806496E-1,-1.092900634E0,-9.028873444E-1,1.462706931E0
4.961508291E0,3.090026379E-1,-1.001179695E0,-1.083897591E0,1.507540182E0
4.971508291E0,2.149322033E-1,-8.601729870E-1,-1.090998650E0,1.405834796E0
4.981508291E0,6.519246101E-2,-5.284069777E-1,-9.015779495E-1,1.047046699E0
4.991508291E0,4.823184013E-2,-4.655702114E-1,-8.078994751E-1,9.336934690E-1
5.001508291E0,-2.523183823E-2,-3.303091526E-1,-7.776737213E-1,8.452911917E-1
5.011508291E0,-1.280999184E-2,-3.545885086E-1,-9.527597427E-1,1.016684924E0
5.021508291E0,1.266622543E-2,-3.544299603E-1,-1.179531574E0,1.231696296E0
5.031508291E0,2.039134502E-1,-5.583472252E-1,-1.139460564E0,1.285185860E0
5.041508291E0,3.066556454E-1,-4.595832825E-1,-1.392798424E0,1.498379767E0
5.051508291E0,4.119217396E-1,-4.405071735E-1,-1.388340950E0,1.513676545E0
5.061508524E0,6.112565994E-1,-5.956485271E-1,-1.208736897E0,1.479688036E0
5.071508524E0,5.864322186E-1,-5.188076496E-1,-1.176876068E0,1.413542148E0
5.081508524E0,5.102920532E-1,-3.804643154E-1,-1.014687061E0,1.197806707E0
5.091508524E0,3.991847038E-1,-2.642521858E-1,-9.283142090E-1,1.044483086E0
5.101508524E0,1.934375763E-1,-1.756072044E-1,-6.669063568E-1,7.162541971E-1
5.111508290E0,4.035234451E-3,-1.040053368E-1,-5.800542831E-1,5.893185595E-1
5.121508290E0,-2.604167461E-1,3.457450867E-2,-6.544990540E-1,7.052526426E-1
5.131508290E0,-1.656911373E-1,-1.706600189E-3,-7.072296143E-1,7.263815752E-1
5.141508290E0,1.160809994E-1,-2.390677929E-1,-8.443098068E-1,8.851481559E-1
5.151508290E0,2.752408981E-1,-3.369703293E-1,-8.746676445E-1,9.769084108E-1
5.161508290E0,3.327097893E-1,-3.460488319E-1,-8.199672699E-1,9.501536306E-1
5.171508290E0,3.483715057E-1,-3.556864262E-1,-6.209945679E-1,7.959332843E-1
5.181508290E0,3.678681850E-1,-2.745020390E-1,-2.699117661E-1,5.324760393E-1
5.191508290E0,3.451693058E-1,-1.720578671E-1,-8.773422241E-2,3.955288271E-1
5.201508290E0,2.271118164E-1,4.489660263E-3,-1.001434326E-1,2.482511658E-1
5.211508290E0,1.759936810E-1,-1.713967323E-2,-2.156438828E-1,2.788724230E-1
5.221508290E0,-1.224532127E-1,1.131913662E-1,-1.064338684E-1,1.978262951E-1
5.231508290E0,-7.391762733E-2,-1.468682289E-1,4.614353180E-2,1.707727081E-1
5.241508290E0,5.232048035E-2,-3.200614452E-1,-1.491546631E-1,3.569648091E-1
5.251508290E0,7.621145248E-2,-2.015337944E-1,-3.530788422E-1,4.136287279E-1
5.261508290E0,9.092831612E-2,-3.015718460E-1,-2.245779037E-1,3.868446353E-1
5.271508290E0,5.157184601E-2,-2.478108406E-1,-3.277082443E-1,4.140803804E-1
5.281508290E0,-1.780388355E-1,-6.289362907E-2,-1.896996975E0,1.906371149E0
5.291508290E0,-1.012901545E0,3.278326988E-1,-2.502293587E0,2.719359669E0
5.301508290E0,-1.216536045E0,2.877247334E-1,1.547031403E-1,1.259634285E0
5.311508323E0,-6.749660969E-1,2.235198021E-1,5.788316727E-1,9.168350120E-1
5.321508323E0,2.323231697E-1,-9.387993813E-2,9.386100769E-1,9.714815358E-1
5.331508323E0,1.960799694E-1,-4.600048065E-3,8.822135925E-1,9.037529185E-1
5.341508323E0,-8.990216255E-2,-4.528689384E-2,1.359445572E0,1.363167475E0
5.351508323E0,-1.605517864E-1,-4.951453209E-2,1.473742485E0,1.483288737E0
5.361508089E0,1.100587845E-2,-2.306306362E-1,8.418874741E-1,8.729754514E-1
5.371508089E0,-2.455072403E-1,-1.351490021E-1,3.081893921E-1,4.165570299E-1
5.381508089E0,-8.440713882E-1,9.193539619E-2,-1.817770004E-1,8.683038082E-1
5.391508089E0,-1.196650743E0,1.891510487E-1,-2.553462982E-1,1.238124732E0
