"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.316791529E0,8.558511734E-3,-6.303005219E-1,6.913337708E-1,9.355716854E-1
1.326791529E0,1.932621002E-3,-6.006360054E-1,9.745311737E-1,1.144761265E0
1.336791429E0,-6.656503677E-2,-4.903295040E-1,1.002369881E0,1.117854778E0
1.346791395E0,-6.244754791E-2,-4.680455923E-1,7.217016220E-1,8.624497689E-1
1.356791395E0,-6.406211853E-2,-3.764569759E-1,3.821468353E-1,5.402406996E-1
1.366791395E0,-1.348154545E-1,-2.930375338E-1,3.799486160E-1,4.984046085E-1
1.376791395E0,-3.532273769E-1,-1.548717022E-1,3.244781494E-1,5.040246952E-1
1.386791628E0,-3.989899158E-1,-9.459650517E-2,2.764778137E-1,4.945517498E-1
1.396791628E0,-3.383021355E-1,-4.145598412E-2,2.400894165E-1,4.169050988E-1
1.406791628E0,-3.394629955E-1,-1.763832569E-2,2.356090546E-1,4.135914197E-1
1.416791628E0,-1.114630699E-1,-1.797962189E-2,1.560115814E-2,1.139766594E-1
1.426791628E0,-8.335161209E-2,-2.729904652E-2,-9.054183960E-2,1.260577403E-1
1.436791394E0,8.676338196E-2,-3.392500877E-1,-3.357534409E-1,4.851276940E-1
1.446791394E0,2.238838673E-1,-7.633379698E-1,-2.611112595E-1,8.372502206E-1
1.456791394E0,5.758795738E-1,-8.504620194E-1,-6.968708038E-1,1.241189690E0
1.466791394E0,8.272306919E-1,-1.012998104E0,-8.595371246E-1,1.565017522E0
1.476791394E0,1.073994160E0,-1.430268884E0,-7.467594147E-1,1.938242028E0
1.486791394E0,8.843529224E-1,-1.375332952E0,-1.039134026E0,1.937374600E0
1.496791527E0,1.392558575E0,-8.583341837E-1,-1.527242661E0,2.237951541E0
1.506791527E0,1.978849769E0,-7.260947227E-1,-1.369586468E0,2.513727719E0
1.516791527E0,1.420132637E0,-8.863072991E-1,3.205080032E-1,1.704418586E0
1.526791527E0,1.076086402E0,-5.252990723E-1,4.224700928E-1,1.269796062E0
1.536791527E0,8.821055889E-1,-2.294725180E-1,-7.795667648E-1,1.199371605E0
1.546791393E0,8.448839188E-1,-2.700072527E-1,-1.145165443E0,1.448494614E0
1.556791393E0,1.171738386E0,-5.041607022E-1,-1.173719406E0,1.733426117E0
1.566790893E0,1.221364141E0,-5.492700338E-1,-1.269970894E0,1.845603968E0
1.576790893E0,1.204341054E0,-5.537828207E-1,-1.274496078E0,1.838872764E0
1.586790893E0,1.036859393E0,-7.367795706E-1,-1.421436787E0,1.907460111E0
1.596790893E0,1.048084855E0,-5.865380764E-1,-1.419015408E0,1.859062534E0
1.606790893E0,9.654201269E-1,-5.625702143E-1,-1.227518082E0,1.659916235E0
1.616790893E0,8.278141022E-1,-6.669218540E-1,-1.180614471E0,1.588682308E0
1.626790893E0,7.295320034E-1,-6.745519638E-1,-1.382647514E0,1.702630742E0
1.636791126E0,7.460837364E-1,-7.483218908E-1,-1.443822861E0,1.789204026E0
1.646791126E0,7.511773109E-1,-6.209448576E-1,-1.385665417E0,1.694080434E0
1.656791126E0,1.405874252E0,-6.006430984E-1,-1.117547989E0,1.893718050E0
1.666791126E0,1.288772583E0,-5.783692002E-1,-1.107983589E0,1.795291992E0
1.676791126E0,8.574514389E-1,-6.320778131E-1,-9.816427231E-1,1.448574392E0
1.686790892E0,5.400218964E-1,-5.348226428E-1,-8.226337433E-1,1.119993385E0
1.696790892E0,-2.155184746E-2,-4.892387986E-1,-1.110179901E0,1.213391321E0
1.706791125E0,-3.304967880E-1,-3.129428029E-1,-9.878072739E-1,1.087623342E0
1.716791125E0,-6.312661171E-1,-1.060795784E-2,-8.687276840E-1,1.073916770E0
1.726791125E0,-3.743045330E-1,1.780872345E-1,-6.389036179E-1,7.615883267E-1
1.736791125E0,5.553700924E-1,1.377364993E-1,1.282491684E-1,5.863916200E-1
1.746791258E0,9.355192184E-1,-3.929942846E-2,6.109514236E-1,1.118035015E0
1.756791258E0,1.057931781E0,-3.056897521E-1,9.910984039E-1,1.481533639E0
1.766791258E0,1.120162010E0,-4.648041129E-1,9.642019272E-1,1.549351848E0
1.776791258E0,8.340828419E-1,-4.933632314E-1,1.037410736E0,1.419620548E0
1.786791258E0,7.034915686E-1,-4.707162082E-1,1.130949974E0,1.412629456E0
1.796791124E0,4.280476570E-1,-3.830457330E-1,1.272907257E0,1.396510550E0
1.806791124E0,3.400439024E-1,-3.574256897E-1,1.398268700E0,1.482746889E0
1.816791124E0,4.606937170E-1,-4.971241057E-1,1.596641541E0,1.734541809E0
1.826791124E0,5.157190561E-1,-5.249915719E-1,1.529674530E0,1.697494172E0
1.836791124E0,4.774740934E-1,-6.386198401E-1,1.060763359E0,1.327040208E0
1.846791124E0,3.727174997E-1,-7.135618925E-1,9.106607437E-1,1.215480111E0
1.856791124E0,3.652925491E-1,-7.181215286E-1,8.395671844E-1,1.163619454E0
1.866791124E0,3.647750616E-1,-6.529662013E-1,8.483076096E-1,1.130951593E0
1.876791124E0,4.165463448E-1,-5.083621740E-1,8.878307343E-1,1.104620464E0
1.886791157E0,5.453325510E-1,-4.918706417E-1,8.474302292E-1,1.121366271E0
1.896791157E0,8.036163449E-1,-4.282468855E-1,8.357057571E-1,1.235960654E0
1.906791157E0,8.039024472E-1,-3.558066785E-1,8.595933914E-1,1.229535821E0
1.916791157E0,9.691659212E-1,-3.594220281E-1,6.070890427E-1,1.198759310E0
1.926791157E0,9.519426823E-1,-2.577726245E-1,3.837585449E-1,1.058259050E0
1.936790923E0,8.925288916E-1,-1.611637771E-1,1.846456528E-1,9.255677190E-1
1.946790923E0,8.976935148E-1,-1.040245891E-1,-4.743003845E-2,9.049444017E-1
1.956790923E0,8.219974637E-1,-2.118766308E-2,-3.960905075E-1,9.126973417E-1
1.966790923E0,8.120545745E-1,-6.334516406E-2,-3.872270584E-1,9.018813872E-1
1.976790923E0,8.721169829E-1,-2.188311517E-1,-2.285842896E-1,9.277531365E-1
1.986790923E0,9.007173181E-1,-3.144885898E-1,-1.373958588E-2,9.541402079E-1
1.996791056E0,9.566351175E-1,-4.722954035E-1,2.140245438E-1,1.088126923E0
2.006790822E0,8.986343741E-1,-4.992969632E-1,2.967567444E-1,1.070002692E0
2.016790822E0,7.179609537E-1,-5.193540454E-1,2.485456467E-1,9.203105422E-1
2.026790822E0,6.513937712E-1,-4.766324162E-1,-7.471942902E-2,8.106018125E-1
2.036790822E0,6.427032948E-1,-3.789575696E-1,-5.227680206E-1,9.110229240E-1
2.046790688E0,6.670048237E-1,-3.645387888E-1,-6.357049942E-1,9.909110974E-1
2.056790688E0,7.084083557E-1,-3.599849343E-1,-6.145563126E-1,1.004545177E0
2.066790688E0,6.276350021E-1,-3.263232708E-1,-5.819320679E-1,9.160008213E-1
2.076790688E0,4.824596643E-1,-3.045344949E-1,-4.065017700E-1,7.005371334E-1
2.086790688E0,3.915395737E-1,-3.393392563E-1,-2.172536850E-1,5.618305192E-1
2.096790688E0,2.345669270E-1,-3.307054639E-1,1.063575745E-1,4.191654574E-1
2.106790688E0,2.414528131E-1,-3.315522671E-1,1.123380661E-1,4.252601649E-1
2.116790688E0,3.850561380E-1,-4.680340886E-1,-6.055068970E-2,6.090899142E-1
2.126790688E0,4.859328270E-1,-5.368633270E-1,-1.613960266E-1,7.418905726E-1
2.136790921E0,4.539706707E-1,-5.325161815E-1,-4.735212326E-1,8.449172806E-1
2.146790921E0,4.062660933E-1,-4.717624187E-1,-5.593500137E-1,8.369494346E-1
2.156790921E0,3.358300924E-1,-3.533954322E-1,-3.892889023E-1,6.238718073E-1
2.166790921E0,3.437110186E-1,-3.017450571E-1,-2.544727325E-1,5.233963272E-1
2.176790921E0,3.246147633E-1,-2.175910473E-1,-2.838516235E-2,3.918243558E-1
2.186790887E0,3.002357483E-1,-2.594693601E-1,6.838130951E-2,4.026684205E-1
2.196790887E0,2.958071232E-1,-4.325658679E-1,4.048347473E-2,5.255987024E-1
2.206790887E0,2.418731451E-1,-4.569407105E-1,4.070377350E-2,5.186079718E-1
2.216790887E0,2.575491667E-1,-5.621919632E-1,8.372879028E-2,6.240207425E-1
2.226790887E0,3.311398029E-1,-5.884834528E-1,6.465816498E-2,6.783413754E-1
2.236790887E0,4.397532940E-1,-5.676096678E-1,2.709445953E-1,7.674468505E-1
2.246790887E0,4.894754887E-1,-5.469619036E-1,3.964595795E-1,8.342264537E-1
2.256790887E0,5.415660143E-1,-4.646063447E-1,6.373596191E-1,9.567549778E-1
2.266790887E0,5.395807028E-1,-4.247968495E-1,7.564105988E-1,1.021644112E0
2.276790887E0,4.385120869E-1,-3.924757540E-1,8.562440872E-1,1.038982197E0
2.286790887E0,3.816255331E-1,-4.378193915E-1,7.635431290E-1,9.593341320E-1
2.296790753E0,2.509347200E-1,-3.864492774E-1,5.088987350E-1,6.865050621E-1
2.306790753E0,3.407268524E-1,-4.030857980E-1,4.379472733E-1,6.858358132E-1
2.316790753E0,3.411663771E-1,-4.074464738E-1,4.057674408E-1,6.686212245E-1
2.326790753E0,3.470695019E-1,-4.253598154E-1,4.010715485E-1,6.798871955E-1
2.336790753E0,3.471059799E-1,-4.328944683E-1,3.928585052E-1,6.798661538E-1
2.346790753E0,2.865010500E-1,-4.174971581E-1,4.262161255E-1,6.618511270E-1
2.356790753E0,3.015494347E-1,-4.608086944E-1,4.269227982E-1,6.968068527E-1
2.366790753E0,3.976643085E-1,-5.075966120E-1,3.635368347E-1,7.402366196E-1
2.376790753E0,4.402893782E-1,-5.180357695E-1,3.575525284E-1,7.681533737E-1
2.386790986E0,3.932114840E-1,-5.043336749E-1,3.752536774E-1,7.414735660E-1
2.396790986E0,3.274903297E-1,-4.751482010E-1,4.714698792E-1,7.451842564E-1
2.406790986E0,3.069570065E-1,-4.424681664E-1,4.185714722E-1,6.820577390E-1
2.416790986E0,2.124933004E-1,-3.999695480E-1,3.100738525E-1,5.488850846E-1
2.426790986E0,1.991540194E-1,-3.981368542E-1,2.684249878E-1,5.198338698E-1
2.436790752E0,1.857292652E-1,-4.012468457E-1,2.050762177E-1,4.873916764E-1
2.446790752E0,2.163236141E-1,-3.729187250E-1,1.771802902E-1,4.661085032E-1
2.456790752E0,3.348033428E-1,-3.744628429E-1,1.945619583E-1,5.386743494E-1
2.466790752E0,4.222925901E-1,-4.215479791E-1,1.902494431E-1,6.262815509E-1
2.476790752E0,4.383777380E-1,-4.197917879E-1,1.378765106E-1,6.224227812E-1
2.486790752E0,4.363406897E-1,-4.550250173E-1,8.993530273E-2,6.368118423E-1
2.496790885E0,5.349448919E-1,-4.705786705E-1,-4.486083984E-2,7.138787134E-1
2.506790885E0,5.472706556E-1,-4.422919750E-1,-6.065559387E-2,7.062623187E-1
2.516790885E0,5.349495411E-1,-3.896184564E-1,2.208709717E-3,6.617993891E-1
2.526790885E0,5.257208347E-1,-4.058025777E-1,1.709461212E-2,6.643420459E-1
2.536790885E0,5.561231375E-1,-3.958332837E-1,-5.217170715E-2,6.846012120E-1
2.546790885E0,5.794302225E-1,-4.114505053E-1,-7.401657104E-2,7.144993729E-1
2.556790885E0,5.660336018E-1,-3.882140815E-1,-4.857254028E-2,6.880868427E-1
2.566790885E0,5.040057898E-1,-3.377592564E-1,-4.048347473E-2,6.080641932E-1
2.576790885E0,5.261611938E-1,-3.971142173E-1,-8.779621124E-2,6.650214118E-1
2.586790885E0,5.315549374E-1,-4.058974087E-1,-1.331033707E-1,6.819236505E-1
2.596790885E0,6.578071117E-1,-3.875719011E-1,-2.915554047E-1,8.172678439E-1
2.606790885E0,6.354873180E-1,-3.775035441E-1,-3.020019531E-1,7.984724397E-1
2.616790885E0,5.642467737E-1,-3.540729582E-1,-2.882680893E-1,7.258378419E-1
2.626790885E0,5.103955269E-1,-3.416053355E-1,-2.692136765E-1,6.705772160E-1
2.636791118E0,3.849960566E-1,-2.767272890E-1,-1.897687912E-1,5.106977092E-1
2.646791118E0,3.462903500E-1,-2.413288057E-1,-1.432571411E-1,4.457344584E-1
2.656791118E0,3.706291914E-1,-1.980128884E-1,-4.341030121E-2,4.224447369E-1
2.666791118E0,3.910089731E-1,-2.175022066E-1,2.091407776E-3,4.474367004E-1
2.676791118E0,3.946213722E-1,-2.384469509E-1,1.948261261E-2,4.614786539E-1
2.686790884E0,3.989101648E-1,-2.653895915E-1,-5.900382996E-3,4.791615274E-1
2.696790884E0,4.143947363E-1,-3.238333762E-1,-1.006727219E-1,5.354680662E-1
2.706790884E0,3.963969946E-1,-3.375166655E-1,-7.328414917E-2,5.257553074E-1
2.716790884E0,3.482555151E-1,-2.860903740E-1,2.403450012E-2,4.513394101E-1
2.726790884E0,3.400741816E-1,-2.453581095E-1,1.290903091E-1,4.387657220E-1
2.736790884E0,3.426032066E-1,-2.667457163E-1,1.983995438E-1,4.773809939E-1
2.746791017E0,3.661160469E-1,-2.562407553E-1,2.006778717E-1,4.898692608E-1
2.756791017E0,3.143283129E-1,-2.746069729E-1,2.125053406E-1,4.683692962E-1
2.766791017E0,3.271967173E-1,-2.975128293E-1,2.029075623E-1,4.865624875E-1
2.776791017E0,2.938221693E-1,-3.365041316E-1,1.142854691E-1,4.611156755E-1
2.786791017E0,2.756333351E-1,-3.616029024E-1,6.615352631E-2,4.594634735E-1
2.796790883E0,3.146189451E-1,-3.929973245E-1,6.342220306E-2,5.073995994E-1
2.806790883E0,3.785831928E-1,-4.186155200E-1,1.254386902E-1,5.781860016E-1
2.816790883E0,4.062844515E-1,-4.482434392E-1,2.332134247E-1,6.483654353E-1
2.826790883E0,3.789355755E-1,-4.364529848E-1,2.571525574E-1,6.326221748E-1
2.836790883E0,3.143219948E-1,-4.019438624E-1,2.616643906E-1,5.734330286E-1
2.846790883E0,2.758288383E-1,-3.875485659E-1,2.900009155E-1,5.571139650E-1
2.856790883E0,2.596844435E-1,-3.555805981E-1,2.537689209E-1,5.082049165E-1
2.866790883E0,3.255938292E-1,-3.363086581E-1,1.769771576E-1,5.004355797E-1
2.876790883E0,3.446829319E-1,-3.100271821E-1,5.500221252E-2,4.668494624E-1
2.886791116E0,2.902981043E-1,-2.570797801E-1,7.761478424E-2,3.954580350E-1
2.896791116E0,2.478392124E-1,-2.028079927E-1,2.257661819E-1,3.918235904E-1
2.906791116E0,2.133642435E-1,-1.494386792E-1,2.788963318E-1,3.816272830E-1
2.916790616E0,2.350801229E-1,-1.093163192E-1,2.726039886E-1,3.761989586E-1
2.926790616E0,2.370606661E-1,-1.238879263E-1,1.875038147E-1,3.266552590E-1
2.936790382E0,1.980026960E-1,-2.044647783E-1,-7.541656494E-3,2.847240590E-1
2.946790382E0,2.033265829E-1,-2.497345060E-1,-9.937572479E-2,3.370230815E-1
2.956790382E0,2.180495262E-1,-3.079424798E-1,-1.334571838E-1,4.002311666E-1
2.966790382E0,2.082870007E-1,-3.211238682E-1,-7.873630524E-2,3.907728485E-1
2.976790382E0,2.082388401E-1,-2.558763027E-1,8.634281158E-2,3.410149233E-1
2.986790382E0,1.938580275E-1,-2.140927613E-1,1.772518158E-1,3.388729134E-1
2.996790515E0,2.045553923E-1,-1.960101426E-1,1.890554428E-1,3.405948399E-1
3.006790515E0,1.631894112E-1,-1.643505692E-1,1.169404984E-1,2.594551477E-1
3.016790515E0,1.220517159E-1,-1.490605325E-1,-9.149265289E-2,2.132758055E-1
3.026790515E0,1.166633368E-1,-1.549061984E-1,-2.253341675E-1,2.972906851E-1
3.036790515E0,8.250975609E-2,-1.039983183E-1,-3.755979538E-1,3.983683383E-1
3.046790381E0,7.664871216E-2,-1.240246296E-1,-4.178276062E-1,4.425347922E-1
3.056790381E0,2.044245601E-1,-2.021337003E-1,-4.997472763E-1,5.765368798E-1
3.066790381E0,8.208405972E-2,-2.011108696E-1,-6.371297836E-1,6.731402053E-1
