"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.041231666E-1,6.670386672E-2,5.711562077E-2,-8.003785729E-2,1.188177536E-1
7.140541666E-1,1.136336926E-1,3.767785425E-2,-5.824879289E-2,1.331358655E-1
7.239841667E-1,1.399670669E-1,2.006321759E-2,-3.193456829E-2,1.449590603E-1
7.339151667E-1,1.732909336E-1,8.069923220E-2,2.951674461E-3,1.911827035E-1
7.438451666E-1,2.171630312E-1,1.692278862E-1,8.925423861E-2,2.894204185E-1
7.537751666E-1,3.092234217E-1,1.707021885E-1,1.540741324E-1,3.853533443E-1
7.637061665E-1,4.155267524E-1,1.185187946E-1,1.728027642E-1,4.653708005E-1
7.736361667E-1,4.138537909E-1,2.171199993E-2,1.597348219E-1,4.441414015E-1
7.835671667E-1,2.777688367E-1,-1.983567411E-2,1.549763578E-1,3.186952339E-1
7.934971666E-1,7.883420795E-2,2.110888705E-2,1.668970764E-1,1.857822692E-1
8.034271665E-1,2.442550085E-2,6.079415895E-2,1.846053690E-1,1.958868988E-1
8.133581667E-1,6.346056238E-2,2.306525577E-2,3.004445583E-1,3.079386004E-1
8.232881667E-1,1.660185688E-1,-4.138434486E-2,3.355056328E-1,3.766150007E-1
8.332191666E-1,3.413108581E-1,-1.170421717E-1,2.644128460E-1,4.473322310E-1
8.431491666E-1,2.939465841E-1,-1.632550285E-1,1.236639333E-1,3.582590780E-1
8.530791667E-1,1.664546980E-1,-1.478374191E-1,-1.035606211E-1,2.455358858E-1
8.630101667E-1,2.512292750E-2,-5.408648897E-2,-2.343271673E-1,2.417968798E-1
8.729401666E-1,-1.421357261E-1,1.255119458E-2,-2.324122041E-1,2.727187741E-1
8.828711666E-1,-2.407085992E-1,1.270720560E-2,-1.480836600E-1,2.828972837E-1
8.928011667E-1,-1.777559771E-1,1.670403332E-3,-1.668853819E-2,1.785454703E-1
9.027311667E-1,-4.115540810E-2,2.708130620E-2,8.711883545E-2,1.000842458E-1
9.126621666E-1,5.044999592E-2,6.368706889E-2,9.620131552E-2,1.259203635E-1
9.225921666E-1,3.836880784E-2,4.926443640E-2,4.323840559E-2,7.595202319E-2
9.325231665E-1,-6.435913324E-2,8.945563864E-3,-3.001726627E-2,7.157623502E-2
9.424531667E-1,-1.697763550E-1,-7.569640931E-3,-1.268524200E-1,2.120680236E-1
9.523831666E-1,-2.482076167E-1,-2.321011140E-2,-2.182169187E-1,3.313070387E-1
9.623141666E-1,-3.326128324E-1,-2.253064667E-2,-1.911688685E-1,3.842973623E-1
9.722441665E-1,-2.637380773E-1,-1.956320300E-2,-1.475135565E-1,3.028213032E-1
9.821751667E-1,-1.186415770E-1,-3.549545866E-2,-1.420645362E-1,1.884624202E-1
9.921051667E-1,-4.082123972E-2,-3.761923134E-2,-1.165689218E-1,1.291119426E-1
1.002036167E0,2.265701048E-2,-2.279632953E-2,1.522030234E-3,3.217653400E-2
1.011966167E0,7.629943997E-2,-1.444425805E-2,1.146036726E-1,1.384349772E-1
1.021896167E0,6.332172755E-2,-1.193071363E-2,1.360500902E-1,1.505377366E-1
1.031827167E0,-5.728089597E-2,-2.046409448E-2,3.248596072E-2,6.895808763E-2
1.041757167E0,-2.185261268E-1,-2.791840822E-2,-7.304107904E-2,2.320950340E-1
1.051688167E0,-3.142264821E-1,-6.028446447E-2,-1.464967257E-1,3.519002548E-1
1.061618167E0,-2.944019360E-1,-6.772439771E-2,-1.292959714E-1,3.285978426E-1
1.071548167E0,-2.011605541E-1,-6.854837090E-2,3.940672517E-2,2.161419387E-1
1.081479167E0,-9.780780148E-2,-8.155949467E-2,1.887206393E-1,2.276703690E-1
1.091409167E0,-5.741406631E-2,-7.371802216E-2,2.122983670E-1,2.319511122E-1
1.101340167E0,-1.147042082E-1,-6.456413297E-3,1.244012672E-1,1.693352176E-1
1.111270167E0,-9.629768495E-2,-1.278862808E-2,4.912772119E-2,1.088592032E-1
1.121200167E0,6.290069148E-3,-2.148436965E-2,3.800748646E-2,4.411022712E-2
1.131131167E0,4.128397375E-2,1.663151870E-2,2.099559724E-2,4.921167551E-2
1.141061167E0,3.409836698E-2,1.436246556E-2,-4.324483752E-2,5.691304789E-2
1.150992167E0,-7.296776958E-3,-4.016530547E-2,-1.012521404E-1,1.091718400E-1
1.160922167E0,-1.134442428E-1,-6.570200570E-2,-6.944387197E-2,1.483536354E-1
1.170852167E0,-1.205616199E-1,-5.536983403E-2,2.812510729E-2,1.356169030E-1
1.180783167E0,-1.032048181E-2,-2.450026299E-2,3.816009879E-2,4.650772378E-2
1.190713167E0,-2.934578665E-2,3.200189806E-2,-6.252486169E-2,7.612263135E-2
1.200644167E0,-9.783089798E-2,5.578853122E-2,-1.999203962E-1,2.294589498E-1
1.210574167E0,-1.133994020E-1,9.073738486E-2,-2.691333032E-1,3.058192804E-1
1.220504167E0,1.575879436E-2,8.196959462E-2,-2.245471144E-1,2.395595137E-1
1.230435167E0,1.018695698E-1,5.768443151E-2,-1.760140550E-1,2.113902800E-1
1.240365167E0,5.502745215E-2,2.406210554E-2,-1.749779284E-1,1.849980563E-1
1.250296167E0,6.221890613E-2,-8.036521001E-2,-1.471510291E-1,1.788384316E-1
1.260226167E0,-1.167286970E-2,-8.627930319E-2,-1.251386011E-1,1.524468547E-1
1.270156167E0,-1.474572039E-1,-2.206475606E-2,-1.180161077E-1,1.901533122E-1
1.280087167E0,-1.236258898E-1,-4.029599531E-3,-3.308155811E-1,3.531834467E-1
1.290017167E0,1.452429730E-1,-1.009781253E-2,-6.161187744E-1,6.330875383E-1
1.299948167E0,3.945950725E-1,3.170054262E-3,-7.628961664E-1,8.589097050E-1
1.309878167E0,5.713409066E-1,2.583170140E-2,-8.640021265E-1,1.036145445E0
1.319809167E0,4.536991669E-1,6.076173888E-2,-1.115276864E0,1.205561033E0
1.329739167E0,-1.067646030E-1,1.949414921E-1,-1.249382755E0,1.268998870E0
1.339669167E0,-6.210351133E-1,2.433417831E-1,-1.361595501E0,1.516193307E0
1.349600167E0,-7.006100904E-1,2.473422288E-1,-1.950294342E0,2.087026760E0
1.359530167E0,-4.193207914E-1,3.190484981E-1,-2.962787095E0,3.009273872E0
1.369461167E0,8.579707235E-2,-2.857788278E-1,-3.689798899E0,3.701843674E0
1.379391167E0,1.090033557E-1,-9.132558551E-1,-7.229386920E0,7.287657596E0
1.389321167E0,-1.874181428E0,-6.223386770E-1,-9.961003175E0,1.015487300E1
1.399252167E0,-1.851538670E0,-8.006271527E-1,-9.491044326E0,9.703047031E0
1.409182167E0,-1.993986638E0,-9.345634013E-1,-9.483586788E0,9.735903133E0
1.419113167E0,-2.186043260E0,-1.056331229E0,-9.441323698E0,9.748498036E0
1.429043167E0,-2.320788982E0,-1.188265829E0,-9.376880949E0,9.732622130E0
1.438973167E0,-2.474484361E0,-1.313471893E0,-9.308568513E0,9.720994241E0
1.448904167E0,-2.634591651E0,-1.435449050E0,-9.229465041E0,9.704875686E0
1.458834167E0,-2.797328141E0,-1.559620522E0,-9.158162924E0,9.702031181E0
1.468765167E0,-2.942931412E0,-1.691568206E0,-9.081844481E0,9.695470461E0
1.478695167E0,-3.088915337E0,-1.815975905E0,-8.993010657E0,9.680568533E0
1.488625167E0,-3.231113190E0,-1.933712223E0,-8.916669994E0,9.679170377E0
1.498556167E0,-3.382013161E0,-2.052809042E0,-8.826685438E0,9.672766606E0
1.508486167E0,-3.527424936E0,-2.172547155E0,-8.730479445E0,9.663537611E0
1.518417167E0,-3.649387914E0,-2.289275414E0,-8.648501481E0,9.662059405E0
1.528347167E0,-3.791396317E0,-2.412902363E0,-8.542789670E0,9.652773653E0
1.538277167E0,-3.920058450E0,-2.534090878E0,-8.435473382E0,9.640834300E0
1.548208167E0,-4.030947972E0,-2.641732855E0,-8.336884063E0,9.629690022E0
1.558138167E0,-4.151186021E0,-2.758539174E0,-8.240087501E0,9.630209021E0
1.568069167E0,-4.276799709E0,-2.871679873E0,-8.130113069E0,9.624775299E0
1.577999167E0,-4.381307286E0,-2.979552816E0,-8.019090816E0,9.611420605E0
1.587929167E0,-4.494450032E0,-3.078563426E0,-7.919732004E0,9.612480891E0
1.597860167E0,-4.606621848E0,-3.188518855E0,-7.800223687E0,9.603702771E0
1.607790167E0,-4.705028733E0,-3.292980532E0,-7.695823406E0,9.602432716E0
1.617721167E0,-4.807429267E0,-3.392134399E0,-7.587851061E0,9.601741282E0
1.627651167E0,-4.903930837E0,-3.493217847E0,-7.468395953E0,9.593124970E0
1.637582167E0,-4.990270531E0,-3.586267806E0,-7.342896579E0,9.575084695E0
1.647512167E0,-5.067368408E0,-3.681712784E0,-7.235655720E0,9.570159106E0
1.657442917E0,-5.148434206E0,-3.770503631E0,-7.132947038E0,9.570893681E0
1.667373917E0,-5.225881746E0,-3.859695012E0,-7.022656857E0,9.566859199E0
1.677303917E0,-5.307002508E0,-3.944221192E0,-6.899226812E0,9.556175335E0
1.687234917E0,-5.357625947E0,-4.027427071E0,-6.787138027E0,9.538845171E0
1.697164917E0,-5.409845091E0,-4.116339247E0,-6.679891321E0,9.530562458E0
1.707094917E0,-5.458877503E0,-4.197083156E0,-6.585490948E0,9.528039758E0
1.717025917E0,-5.514603807E0,-4.265557852E0,-6.475628198E0,9.515229870E0
1.726955917E0,-5.549214061E0,-4.344008775E0,-6.393199999E0,9.515103528E0
1.736886917E0,-5.584455814E0,-4.420373996E0,-6.300465497E0,9.509033520E0
1.746816917E0,-5.612508416E0,-4.484415333E0,-6.195140187E0,9.486305579E0
1.756746917E0,-5.637686527E0,-4.556978987E0,-6.112200941E0,9.482012824E0
1.766677917E0,-5.659832271E0,-4.619481921E0,-6.042320867E0,9.480662214E0
1.776607917E0,-5.655251563E0,-4.680197362E0,-5.985106446E0,9.471410495E0
1.786538917E0,-5.662664078E0,-4.741726151E0,-5.905764992E0,9.456626856E0
1.796468917E0,-5.669712896E0,-4.801554569E0,-5.853206710E0,9.458361348E0
1.806398917E0,-5.659799527E0,-4.863174866E0,-5.803169162E0,9.453072135E0
1.816329917E0,-5.649569238E0,-4.914989968E0,-5.733125365E0,9.430985390E0
1.826259917E0,-5.642851957E0,-4.968859781E0,-5.682736984E0,9.424693383E0
1.836190917E0,-5.613510044E0,-5.021383565E0,-5.665286554E0,9.424503152E0
1.846120917E0,-5.584119015E0,-5.063847215E0,-5.631942222E0,9.409766574E0
1.856050917E0,-5.548376740E0,-5.104062610E0,-5.608406594E0,9.396284590E0
1.865981917E0,-5.503220447E0,-5.144682632E0,-5.587109281E0,9.379178258E0
1.875911917E0,-5.456419918E0,-5.190210223E0,-5.558701753E0,9.360019533E0
1.885842917E0,-5.411251346E0,-5.217014444E0,-5.557970266E0,9.348257288E0
1.895772917E0,-5.342238414E0,-5.244008115E0,-5.561774465E0,9.325903044E0
1.905703917E0,-5.269608979E0,-5.281536714E0,-5.582547868E0,9.318167715E0
1.915633917E0,-5.183149710E0,-5.306724765E0,-5.595696502E0,9.291834479E0
1.925563917E0,-5.090430411E0,-5.329817174E0,-5.598141807E0,9.255194464E0
1.935494917E0,-3.959021664E0,-4.035471962E0,-7.099609723E0,9.075425319E0
1.945424917E0,1.369662436E1,2.470422418E1,-3.465299965E1,4.470712019E1
1.955355917E0,-4.655432884E1,-2.471236116E1,-4.705865470E0,5.291645772E1
1.965285917E0,-6.248858557E1,-4.597711042E1,7.134018950E1,1.053951642E2
1.975215917E0,3.174539624E0,-1.550386657E1,-3.851207778E0,1.628739948E1
1.985146917E0,-2.908535458E0,-7.412984229E0,-1.860533618E1,2.023784692E1
1.995076917E0,-3.906238849E0,-6.533988672E0,-7.481512427E0,1.067355321E1
2.005007917E0,-3.542914795E0,-6.889354373E0,-8.202519726E0,1.128258741E1
2.014937917E0,-3.754272053E0,-7.453801888E0,-7.571948973E0,1.126890112E1
2.024867917E0,-3.799370750E0,-7.965362506E0,-6.977122834E0,1.124999827E1
2.034798917E0,-3.846499016E0,-8.453052451E0,-6.433734067E0,1.129790177E1
2.044728917E0,-3.879972279E0,-8.885581518E0,-5.898217406E0,1.134886392E1
2.054659917E0,-3.913565117E0,-9.288538291E0,-5.657122672E0,1.155837240E1
2.064589917E0,-3.894058221E0,-9.437278009E0,-5.824451272E0,1.175372870E1
2.074520917E0,-3.768456813E0,-8.917808447E0,-6.733558820E0,1.179276849E1
2.084450917E0,-3.487719418E0,-7.081798519E0,-9.128104727E0,1.206807163E1
2.094380917E0,-3.069994624E0,-4.143810051E0,-1.136752283E1,1.248265213E1
2.104311917E0,-2.741371749E0,-1.717350626E0,-8.953420914E0,9.519882263E0
2.114241917E0,-3.099668951E0,-1.560815400E0,-6.808922998E0,7.642350733E0
2.124172917E0,-3.386540953E0,-1.937128167E0,-6.688115430E0,7.742868536E0
2.134102917E0,-3.483417329E0,-1.787993762E0,-7.021640611E0,8.039561857E0
2.144032917E0,-3.532600599E0,-1.286140106E0,-7.526496812E0,8.413178806E0
2.153963917E0,-3.562684816E0,-7.748975766E-1,-8.073714336E0,8.858783919E0
2.163893917E0,-3.549454321E0,-6.116579336E-1,-8.586913928E0,9.311704582E0
2.173824917E0,-3.471386975E0,-1.168959273E0,-8.960963822E0,9.680695529E0
2.183754917E0,-3.317771557E0,-2.477020006E0,-9.272699354E0,1.015510657E1
2.193684917E0,-3.140463513E0,-4.037165024E0,-9.374289463E0,1.067888175E1
2.203615917E0,-3.013487425E0,-6.566191628E0,-5.977206273E0,9.376725110E0
2.213545917E0,-2.929156249E0,-1.014084131E1,2.375685362E1,2.599624420E1
2.223476917E0,-6.675964916E-1,-1.816515661E1,6.842940345E1,7.080255543E1
2.233406917E0,-3.493296200E-1,-1.931350416E1,3.565664615E1,4.055280371E1
2.243336917E0,-5.296327831E0,-5.954091645E0,-5.513399280E0,9.690194396E0
2.253267917E0,-4.763723084E0,1.873149687E-1,-9.985957922E0,1.106559985E1
2.263197917E0,-3.865788980E0,1.244688464E0,-9.622426000E0,1.044436001E1
2.273128917E0,-3.512436476E0,1.479130529E0,-8.959276316E0,9.736204046E0
2.283058917E0,-3.317499954E0,1.746855676E0,-8.468748132E0,9.261587640E0
2.292989917E0,-3.142455952E0,1.326975160E0,-7.266046039E0,8.026912079E0
2.302919917E0,-2.980396569E0,-2.602689242E-1,-3.797742008E0,4.834599051E0
2.312849917E0,-2.782881425E0,-1.638969577E0,2.709071145E0,4.215414187E0
2.322780917E0,-2.557828527E0,-3.029367000E0,9.042779233E0,9.873773719E0
2.332710917E0,-3.094475162E0,-4.152712437E0,1.111319702E1,1.226066658E1
2.342641917E0,-4.126729457E0,-3.137693687E0,5.103966131E0,7.274990581E0
2.352571917E0,-3.622135212E0,-9.117500509E-1,-9.033883864E-1,3.842819567E0
2.362501917E0,-3.174957992E0,-3.244312987E-1,-3.123610668E0,4.465709073E0
2.372432917E0,-3.060755146E0,-7.150160949E-1,-2.822605362E0,4.224520223E0
2.382362917E0,-3.003284910E0,-1.271820129E0,-1.356589115E-1,3.264299317E0
2.392293917E0,-3.315607210E0,-1.743729609E0,2.217752418E0,4.353420484E0
2.402223917E0,-3.640348996E0,-1.904312715E0,2.593993848E0,4.858739735E0
2.412153917E0,-3.369920242E0,-1.416748485E0,1.103647921E0,3.818583172E0
2.422084917E0,-3.129198560E0,-1.167942296E0,-2.834151274E-1,3.352058617E0
2.432014917E0,-3.169254326E0,-1.283039182E0,-1.434900874E-1,3.422126814E0
2.441945917E0,-3.391522488E0,-1.503821712E0,8.516995847E-1,3.806480883E0
2.451875917E0,-3.397039044E0,-1.539374392E0,1.272198005E0,3.940562846E0
2.461805917E0,-3.240701162E0,-1.385674919E0,8.010410625E-1,3.614402549E0
2.471736917E0,-3.228954690E0,-1.330638002E0,3.267675537E-1,3.507637797E0
2.481666917E0,-3.344478714E0,-1.412545507E0,4.900428647E-1,3.663463483E0
2.491597917E0,-3.344809667E0,-1.468625275E0,8.234733206E-1,3.744692272E0
2.501527917E0,-3.247098600E0,-1.417470470E0,8.352437657E-1,3.640124174E0
2.511457917E0,-3.271850156E0,-1.370480637E0,6.167958820E-1,3.600507990E0
2.521388917E0,-3.330732788E0,-1.408336535E0,5.428648567E-1,3.656760171E0
2.531318917E0,-8.332576127E-1,-1.314332018E-1,8.052960813E-2,8.473948038E-1
2.541249917E0,-4.435892214E-1,-9.045812549E-2,1.328861618E-1,4.718186111E-1
2.551179917E0,-3.008670927E-1,-7.687986748E-2,7.521039605E-2,3.195123240E-1
2.561110917E0,-1.674575137E-1,-5.172393976E-2,2.192647398E-2,1.766299949E-1
2.571040917E0,-7.680297660E-2,-2.934661805E-2,4.972764552E-2,9.608725167E-2
2.580970917E0,-5.204659643E-2,-5.601733094E-3,7.132492125E-2,8.847300156E-2
2.590901917E0,-5.053795997E-2,-1.303034649E-2,7.111032844E-2,8.820744945E-2
2.600831917E0,-3.095448358E-2,-2.543024437E-2,6.336744547E-2,7.496873033E-2
2.610762917E0,-5.191761050E-3,-2.860113460E-2,5.662969887E-2,6.365455268E-2
2.620692917E0,-1.359598238E-2,-1.227294020E-2,5.367510080E-2,5.671412738E-2
2.630622917E0,-7.525439635E-3,7.993171206E-3,5.293133497E-2,5.405783245E-2
2.640553917E0,-4.867843576E-3,1.774721313E-4,6.431118608E-2,6.449539559E-2
2.650483917E0,-7.634362299E-3,-9.203289030E-3,5.967726767E-2,6.086345614E-2
2.660414167E0,-1.819808828E-2,-7.415621616E-3,5.410428643E-2,5.756245018E-2
2.670344167E0,-1.755535137E-2,5.679866513E-3,4.888681591E-2,5.225296178E-2
2.680274167E0,-1.716766270E-2,-2.330818931E-3,5.638528526E-2,5.898696257E-2
2.690205167E0,-2.206234865E-2,-1.684901685E-2,6.263420463E-2,6.851043852E-2
2.700135167E0,-2.196747757E-2,-2.889346797E-4,6.726402998E-2,7.076088809E-2
2.710066167E0,-4.913360495E-3,3.382943161E-3,6.112737715E-2,6.141776334E-2
2.719996167E0,-6.837222353E-4,8.154581767E-4,4.795593917E-2,4.796774489E-2
2.729927167E0,-7.911191415E-3,-8.335032323E-3,5.363533974E-2,5.485261509E-2
2.739857167E0,5.957179852E-3,3.341619791E-3,7.070979416E-2,7.103892880E-2
2.749787167E0,1.281267475E-2,2.000248421E-2,5.905453920E-2,6.365298586E-2
2.759718167E0,-1.439292133E-3,-6.728281416E-3,5.802192092E-2,5.842845745E-2
2.769648167E0,-1.681142109E-2,-3.524284068E-2,6.371535480E-2,7.472836232E-2
2.779579167E0,2.773608472E-3,-1.431434023E-2,6.762304902E-2,6.917709158E-2
2.789509167E0,1.340399271E-2,1.651411758E-2,5.324942350E-2,5.734007502E-2
2.799439167E0,-8.239914570E-3,3.087320728E-3,4.829975545E-2,4.909474634E-2
2.809370167E0,-9.921738245E-3,-2.146711123E-2,7.209616899E-2,7.587578888E-2
2.819300167E0,-1.217264218E-2,1.058069204E-2,9.063827455E-2,9.206205014E-2
2.829231167E0,1.837551473E-2,2.726541127E-2,5.889140189E-2,6.744819797E-2
2.839161167E0,3.029860871E-2,2.038276336E-2,3.164805472E-2,4.832248027E-2
2.849091167E0,2.909099422E-3,-1.556632047E-2,6.906555712E-2,7.085777567E-2
2.859022167E0,1.132041050E-2,-2.152512657E-2,8.746674478E-2,9.078498890E-2
2.868952167E0,2.355276737E-2,1.279384489E-2,6.187815964E-2,6.743383393E-2
2.878883167E0,-1.390661571E-2,1.325836049E-2,4.900960743E-2,5.264142574E-2
2.888813167E0,-6.319400243E-2,-6.894424567E-3,4.689525425E-2,7.899480936E-2
2.898743167E0,-4.805572556E-2,-1.459256720E-2,7.383980870E-2,8.930068939E-2
2.908674167E0,-2.751791049E-3,2.297540965E-2,8.385725856E-2,8.699127321E-2
2.918604167E0,1.614335842E-2,6.157721076E-3,4.999895632E-2,5.290010570E-2
2.928535167E0,2.722956967E-2,-2.701350591E-2,3.621531487E-2,5.275156866E-2
2.938465167E0,4.757141165E-2,-9.721991876E-3,8.739599347E-2,9.997807764E-2
2.948396167E0,3.308329035E-2,1.420124229E-3,7.960750222E-2,8.621992382E-2
2.958326167E0,1.041482298E-2,7.964793937E-3,4.488907456E-2,4.676468214E-2
2.968256167E0,-2.709976148E-2,-5.115601066E-3,6.108527720E-2,6.702221674E-2
2.978187167E0,-3.281042637E-2,1.656300578E-2,7.068582058E-2,7.967021068E-2
2.988117167E0,-2.818440171E-2,2.317781467E-2,6.633724630E-2,7.571130589E-2
2.998048167E0,-7.186630033E-3,-4.860717282E-3,5.958488166E-2,6.021322402E-2
3.007978167E0,2.838898117E-2,-4.933725251E-3,6.854340076E-2,7.435370660E-2
3.017908167E0,2.569317721E-2,-1.103380557E-2,8.377890587E-2,8.832207702E-2
3.027839167E0,1.120481836E-2,-1.916625928E-2,5.457849562E-2,5.892118154E-2
3.037769167E0,2.757693082E-3,2.118647229E-3,4.245721757E-2,4.259939978E-2
3.047700167E0,-2.277019065E-2,-1.430685762E-3,6.896790862E-2,7.264365673E-2
3.057630167E0,-5.716855634E-2,-6.408822443E-4,7.826790512E-2,9.692532969E-2
3.067560167E0,-4.183920342E-2,1.729716939E-2,8.935831904E-2,1.001729514E-1
